,name,unit,iou,label,category
45,MoCoV2(R),45,0.058855872601270676,skin,material
46,MoCoV2(R),46,0.11606010794639587,torso,part
47,MoCoV2(R),47,0.08653946965932846,person-r,part
48,MoCoV2(R),48,0.04472803324460983,field,object
49,MoCoV2(R),49,0.07530179619789124,skin,material
50,MoCoV2(R),50,0.046306584030389786,person-r,part
51,MoCoV2(R),51,0.108713798224926,flower,object
52,MoCoV2(R),52,0.05148620158433914,car,object
53,MoCoV2(R),53,0.048383451998233795,bed,object
54,MoCoV2(R),54,0.020274385809898376,food,material
55,MoCoV2(R),55,0.07130929082632065,car,object
56,MoCoV2(R),56,0.028696559369564056,torso,part
57,MoCoV2(R),57,0.06333183497190475,tree,object
58,MoCoV2(R),58,0.07838916033506393,hair,material
59,MoCoV2(R),59,0.05776839330792427,sky-b,part
60,MoCoV2(R),60,0.02310657687485218,bed,object
61,MoCoV2(R),61,0.03820037096738815,person-t,part
62,MoCoV2(R),62,0.05399393290281296,signboard,object
63,MoCoV2(R),63,0.0772063285112381,mountain,object
64,MoCoV2(R),64,0.04843746870756149,food,material
65,MoCoV2(R),65,0.09592985361814499,horse,object
66,MoCoV2(R),66,0.03016655705869198,mountain,object
67,MoCoV2(R),67,0.047028183937072754,person-r,part
68,MoCoV2(R),68,0.03673557937145233,building-b,part
69,MoCoV2(R),69,0.043813060969114304,car,object
70,MoCoV2(R),70,0.0409574955701828,person-t,part
71,MoCoV2(R),71,0.04238485172390938,car,object
72,MoCoV2(R),72,0.02640129067003727,floor-t,part
73,MoCoV2(R),73,0.031020894646644592,window,object
74,MoCoV2(R),74,0.08588464558124542,airplane,object
75,MoCoV2(R),75,0.02685421146452427,person-b,part
76,MoCoV2(R),76,0.09541879594326019,bed,object
77,MoCoV2(R),77,0.07552862912416458,house,object
78,MoCoV2(R),78,0.09751670807600021,person-b,part
79,MoCoV2(R),79,0.05425655469298363,torso,part
80,MoCoV2(R),80,0.06580710411071777,building,object
81,MoCoV2(R),81,0.04338236525654793,car,object
82,MoCoV2(R),82,0.029108693823218346,house,object
83,MoCoV2(R),83,0.041177794337272644,floor-l,part
84,MoCoV2(R),84,0.04161205142736435,airplane,object
85,MoCoV2(R),85,0.029006829485297203,window,object
86,MoCoV2(R),86,0.08693584054708481,airplane,object
87,MoCoV2(R),87,0.048143792897462845,horse,object
88,MoCoV2(R),88,0.03325425460934639,wall-b,part
89,MoCoV2(R),89,0.019429974257946014,paper,material
90,MoCoV2(R),90,0.02736431546509266,airplane,object
91,MoCoV2(R),91,0.04004888981580734,bed,object
92,MoCoV2(R),92,0.027755629271268845,torso,part
93,MoCoV2(R),93,0.028528032824397087,rock,object
94,MoCoV2(R),94,0.03173048794269562,person-b,part
95,MoCoV2(R),95,0.04109307751059532,grandstand,object
96,MoCoV2(R),96,0.028547294437885284,train,object
97,MoCoV2(R),97,0.059367917478084564,car,object
98,MoCoV2(R),98,0.08283497393131256,person-r,part
99,MoCoV2(R),99,0.06107766181230545,sky-b,part
100,MoCoV2(R),100,0.028680572286248207,bed,object
101,MoCoV2(R),101,0.019141504541039467,metal,material
102,MoCoV2(R),102,0.02677094005048275,ceiling-b,part
103,MoCoV2(R),103,0.04558471590280533,torso,part
104,MoCoV2(R),104,0.05160146579146385,cabinet,object
105,MoCoV2(R),105,0.021677449345588684,ceramic,material
106,MoCoV2(R),106,0.13337576389312744,horse,object
107,MoCoV2(R),107,0.08951769024133682,sky-b,part
108,MoCoV2(R),108,0.04414975270628929,person-b,part
109,MoCoV2(R),109,0.035897623747587204,person-b,part
110,MoCoV2(R),110,0.03620962053537369,airplane,object
111,MoCoV2(R),111,0.03009110875427723,mountain,object
112,MoCoV2(R),112,0.06442179530858994,sea,object
113,MoCoV2(R),113,0.1039581373333931,sky-b,part
114,MoCoV2(R),114,0.07784582674503326,house,object
115,MoCoV2(R),115,0.03702075034379959,fence,object
116,MoCoV2(R),116,0.06154360622167587,person-b,part
117,MoCoV2(R),117,0.03252873569726944,plant,object
118,MoCoV2(R),118,0.035269588232040405,seat,object
119,MoCoV2(R),119,0.028484327718615532,person-b,part
120,MoCoV2(R),120,0.08302565664052963,skin,material
121,MoCoV2(R),121,0.051851317286491394,torso,part
122,MoCoV2(R),122,0.09412870556116104,torso,part
123,MoCoV2(R),123,0.04968009889125824,sky-b,part
124,MoCoV2(R),124,0.02137945219874382,person-r,part
125,MoCoV2(R),125,0.055563587695360184,person-t,part
126,MoCoV2(R),126,0.059171028435230255,table,object
127,MoCoV2(R),127,0.0379972830414772,house,object
128,MoCoV2(R),128,0.018289851024746895,sky-b,part
129,MoCoV2(R),129,0.018562493845820427,pink,color
130,MoCoV2(R),130,0.09425035119056702,food,object
131,MoCoV2(R),131,0.05919504165649414,airplane,object
132,MoCoV2(R),132,0.050064291805028915,house,object
133,MoCoV2(R),133,0.10543101280927658,torso,part
134,MoCoV2(R),134,0.055633820593357086,table,object
135,MoCoV2(R),135,0.06955581903457642,boat,object
136,MoCoV2(R),136,0.035975132137537,black,color
137,MoCoV2(R),137,0.06676464527845383,car,object
138,MoCoV2(R),138,0.033523354679346085,wall-b,part
139,MoCoV2(R),139,0.029516922309994698,sky-b,part
140,MoCoV2(R),140,0.04952673241496086,airplane,object
141,MoCoV2(R),141,0.17791146039962769,car,object
142,MoCoV2(R),142,0.08044495433568954,airplane,object
143,MoCoV2(R),143,0.03826117143034935,ceiling-b,part
144,MoCoV2(R),144,0.030816975980997086,person-r,part
145,MoCoV2(R),145,0.051603205502033234,sea-t,part
146,MoCoV2(R),146,0.022563939914107323,paper,material
147,MoCoV2(R),147,0.02274106815457344,ceiling-b,part
148,MoCoV2(R),148,0.08563315123319626,chair,object
149,MoCoV2(R),149,0.02316112443804741,fabric,material
150,MoCoV2(R),150,0.043862611055374146,window,object
151,MoCoV2(R),151,0.05584792420268059,field,object
152,MoCoV2(R),152,0.04167409986257553,house,object
153,MoCoV2(R),153,0.06347832083702087,tile,material
154,MoCoV2(R),154,0.1861562281847,house,object
155,MoCoV2(R),155,0.03404569998383522,building-b,part
156,MoCoV2(R),156,0.020437881350517273,bed,object
157,MoCoV2(R),157,0.02651539258658886,boat,object
158,MoCoV2(R),158,0.029942162334918976,wall-b,part
159,MoCoV2(R),159,0.02947716973721981,torso,part
160,MoCoV2(R),160,0.035956110805273056,person-b,part
161,MoCoV2(R),161,0.07616344839334488,bed,object
162,MoCoV2(R),162,0.027496760711073875,building-t,part
163,MoCoV2(R),163,0.028595153242349625,floor-t,part
164,MoCoV2(R),164,0.036005593836307526,airplane,object
165,MoCoV2(R),165,0.02404593490064144,building-b,part
166,MoCoV2(R),166,0.099955253303051,bed,object
167,MoCoV2(R),167,0.0952678993344307,door,object
168,MoCoV2(R),168,0.12536099553108215,sky-b,part
169,MoCoV2(R),169,0.06087515875697136,sky-b,part
170,MoCoV2(R),170,0.05124044045805931,car,object
171,MoCoV2(R),171,0.06355493515729904,sea,object
172,MoCoV2(R),172,0.04647032171487808,wall-t,part
173,MoCoV2(R),173,0.07606825977563858,bed,object
174,MoCoV2(R),174,0.08257802575826645,skin,material
175,MoCoV2(R),175,0.04517684504389763,person-b,part
176,MoCoV2(R),176,0.024544373154640198,grass-t,part
177,MoCoV2(R),177,0.04235956445336342,seat,object
178,MoCoV2(R),178,0.041740354150533676,person-r,part
179,MoCoV2(R),179,0.05537335202097893,airplane,object
180,MoCoV2(R),180,0.05563428997993469,flower,object
181,MoCoV2(R),181,0.051462333649396896,horse,object
182,MoCoV2(R),182,0.08335348218679428,airplane,object
183,MoCoV2(R),183,0.02383861504495144,fence,object
184,MoCoV2(R),184,0.035641249269247055,table,object
185,MoCoV2(R),185,0.035628434270620346,sea,object
186,MoCoV2(R),186,0.03236202895641327,building-r,part
187,MoCoV2(R),187,0.045584432780742645,road,object
188,MoCoV2(R),188,0.06689246743917465,fur,material
189,MoCoV2(R),189,0.05285646393895149,earth-b,part
190,MoCoV2(R),190,0.022113913670182228,food,material
191,MoCoV2(R),191,0.02574639394879341,building-b,part
192,MoCoV2(R),192,0.11317223310470581,water,object
193,MoCoV2(R),193,0.02980564534664154,wall-b,part
194,MoCoV2(R),194,0.03110942803323269,signboard,object
195,MoCoV2(R),195,0.032475005835294724,door,object
196,MoCoV2(R),196,0.06410866975784302,mountain,object
197,MoCoV2(R),197,0.024192266166210175,car,object
198,MoCoV2(R),198,0.03609312325716019,person-t,part
199,MoCoV2(R),199,0.05208314210176468,sea-t,part
200,MoCoV2(R),200,0.05831483006477356,mountain,object
201,MoCoV2(R),201,0.03557800129055977,person-l,part
202,MoCoV2(R),202,0.03366045653820038,car-b,part
203,MoCoV2(R),203,0.10114828497171402,person-r,part
204,MoCoV2(R),204,0.04881272092461586,torso,part
205,MoCoV2(R),205,0.04996997117996216,water,object
206,MoCoV2(R),206,0.06383663415908813,person-t,part
207,MoCoV2(R),207,0.04784919321537018,horse,object
208,MoCoV2(R),208,0.018777277320623398,person-b,part
209,MoCoV2(R),209,0.04972092807292938,torso,part
210,MoCoV2(R),210,0.06706566363573074,horse,object
211,MoCoV2(R),211,0.05895993113517761,person-t,part
212,MoCoV2(R),212,0.04818766564130783,door,object
213,MoCoV2(R),213,0.01873159594833851,grass,object
214,MoCoV2(R),214,0.027205921709537506,person-b,part
215,MoCoV2(R),215,0.03907866030931473,wall-b,part
216,MoCoV2(R),216,0.030193116515874863,person,object
217,MoCoV2(R),217,0.034650929272174835,torso,part
218,MoCoV2(R),218,0.07142350822687149,torso,part
219,MoCoV2(R),219,0.07543829083442688,head,part
220,MoCoV2(R),220,0.043947432190179825,horse,object
221,MoCoV2(R),221,0.06361432373523712,boat,object
222,MoCoV2(R),222,0.0599818080663681,bus,object
223,MoCoV2(R),223,0.024179764091968536,person-b,part
224,MoCoV2(R),224,0.025310641154646873,shelf,object
225,MoCoV2(R),225,0.045041460543870926,bed,object
226,MoCoV2(R),226,0.03359127789735794,earth,object
227,MoCoV2(R),227,0.03242462873458862,bottle,object
228,MoCoV2(R),228,0.0361706018447876,car,object
229,MoCoV2(R),229,0.04986654594540596,person-b,part
230,MoCoV2(R),230,0.02991214580833912,table,object
231,MoCoV2(R),231,0.10072469711303711,flower,object
232,MoCoV2(R),232,0.026547692716121674,person-r,part
233,MoCoV2(R),233,0.04791588708758354,car-b,part
234,MoCoV2(R),234,0.05120489373803139,car,object
235,MoCoV2(R),235,0.115351103246212,car,object
236,MoCoV2(R),236,0.027883347123861313,tile,material
237,MoCoV2(R),237,0.05690436437726021,field,object
238,MoCoV2(R),238,0.0580335296690464,fur,material
239,MoCoV2(R),239,0.03447441756725311,building-b,part
240,MoCoV2(R),240,0.023085564374923706,tent,object
241,MoCoV2(R),241,0.030906248837709427,person-r,part
242,MoCoV2(R),242,0.046098753809928894,car,object
243,MoCoV2(R),243,0.05316334217786789,mountain,object
244,MoCoV2(R),244,0.04563464596867561,horse,object
245,MoCoV2(R),245,0.023322995752096176,boat,object
246,MoCoV2(R),246,0.04287971183657646,stairway,object
247,MoCoV2(R),247,0.02294035814702511,car,object
248,MoCoV2(R),248,0.04825646057724953,wall-b,part
249,MoCoV2(R),249,0.029410142451524734,floor-b,part
250,MoCoV2(R),250,0.03621111810207367,cabinet,object
251,MoCoV2(R),251,0.06929530203342438,horse,object
252,MoCoV2(R),252,0.07483776658773422,tree-b,part
253,MoCoV2(R),253,0.06744834780693054,flower,object
254,MoCoV2(R),254,0.07173121720552444,sky-b,part
255,MoCoV2(R),255,0.12180612981319427,plant,object
256,MoCoV2(R),256,0.030270490795373917,building-t,part
257,MoCoV2(R),257,0.032184794545173645,torso,part
258,MoCoV2(R),258,0.05547645688056946,stone,material
259,MoCoV2(R),259,0.06054866686463356,wheel,object
260,MoCoV2(R),260,0.09108652174472809,person-r,part
261,MoCoV2(R),261,0.10923305153846741,mountain,object
262,MoCoV2(R),262,0.02883262187242508,fur,material
263,MoCoV2(R),263,0.028154633939266205,apparel,object
264,MoCoV2(R),264,0.08647482097148895,paper,material
265,MoCoV2(R),265,0.03230658546090126,car,object
266,MoCoV2(R),266,0.029329661279916763,person-b,part
267,MoCoV2(R),267,0.04638152942061424,torso,part
268,MoCoV2(R),268,0.03817317634820938,sea-t,part
269,MoCoV2(R),269,0.06646287441253662,person-b,part
270,MoCoV2(R),270,0.019818762317299843,sky-b,part
271,MoCoV2(R),271,0.037659380584955215,washer,object
272,MoCoV2(R),272,0.06193888932466507,horse,object
273,MoCoV2(R),273,0.16632401943206787,bed,object
274,MoCoV2(R),274,0.054739128798246384,earth-t,part
275,MoCoV2(R),275,0.03179233893752098,skin,material
276,MoCoV2(R),276,0.02809060923755169,sky-b,part
277,MoCoV2(R),277,0.029712803661823273,rock,object
278,MoCoV2(R),278,0.048594601452350616,food,material
279,MoCoV2(R),279,0.040997933596372604,tile,material
280,MoCoV2(R),280,0.039743442088365555,building-b,part
281,MoCoV2(R),281,0.04702271893620491,car,object
282,MoCoV2(R),282,0.014451660215854645,shelf,object
283,MoCoV2(R),283,0.06638798117637634,field,object
284,MoCoV2(R),284,0.08110072463750839,airplane,object
285,MoCoV2(R),285,0.15135101974010468,water,object
286,MoCoV2(R),286,0.06233496963977814,horse,object
287,MoCoV2(R),287,0.03604840487241745,ceramic,material
288,MoCoV2(R),288,0.0422978438436985,house-b,part
289,MoCoV2(R),289,0.02798861637711525,fur,material
290,MoCoV2(R),290,0.06209021434187889,car,object
291,MoCoV2(R),291,0.055587511509656906,car,object
292,MoCoV2(R),292,0.026213739067316055,torso,part
293,MoCoV2(R),293,0.03205389529466629,stairway,object
294,MoCoV2(R),294,0.06061743572354317,shelf,object
295,MoCoV2(R),295,0.062112268060445786,waterfall,object
296,MoCoV2(R),296,0.09896468371152878,sky-l,part
297,MoCoV2(R),297,0.0760263204574585,car,object
298,MoCoV2(R),298,0.02908896468579769,person-b,part
299,MoCoV2(R),299,0.04989483952522278,mountain,object
300,MoCoV2(R),300,0.06851456314325333,torso,part
301,MoCoV2(R),301,0.029722658917307854,torso,part
302,MoCoV2(R),302,0.019955575466156006,horse,object
303,MoCoV2(R),303,0.09666649997234344,shelf,object
304,MoCoV2(R),304,0.02622242271900177,car,object
305,MoCoV2(R),305,0.038995467126369476,torso,part
306,MoCoV2(R),306,0.09603972733020782,road,object
307,MoCoV2(R),307,0.07872311770915985,horse,object
308,MoCoV2(R),308,0.08611103892326355,car-t,part
309,MoCoV2(R),309,0.10427331924438477,airplane,object
310,MoCoV2(R),310,0.06494319438934326,arm,part
311,MoCoV2(R),311,0.019930852577090263,building-b,part
312,MoCoV2(R),312,0.03265246003866196,tree-b,part
313,MoCoV2(R),313,0.05913612246513367,skin,material
314,MoCoV2(R),314,0.04415198788046837,building-b,part
315,MoCoV2(R),315,0.13143564760684967,torso,part
316,MoCoV2(R),316,0.02904783934354782,earth,object
317,MoCoV2(R),317,0.09677979350090027,sky-b,part
318,MoCoV2(R),318,0.07202018797397614,house,object
319,MoCoV2(R),319,0.05161000415682793,person-t,part
320,MoCoV2(R),320,0.02954455092549324,shelf,object
321,MoCoV2(R),321,0.02770472876727581,person-t,part
322,MoCoV2(R),322,0.07552916556596756,house,object
323,MoCoV2(R),323,0.031953949481248856,airplane,object
324,MoCoV2(R),324,0.0756620541214943,person-b,part
325,MoCoV2(R),325,0.07853718847036362,table,object
326,MoCoV2(R),326,0.018035952001810074,building-b,part
327,MoCoV2(R),327,0.058302246034145355,car,object
328,MoCoV2(R),328,0.03851542994379997,wall-b,part
329,MoCoV2(R),329,0.05150409787893295,torso,part
330,MoCoV2(R),330,0.07216320931911469,house,object
331,MoCoV2(R),331,0.07658412307500839,airplane,object
332,MoCoV2(R),332,0.038185302168130875,person-t,part
333,MoCoV2(R),333,0.03619150444865227,carpet,material
334,MoCoV2(R),334,0.04611101374030113,washer,object
335,MoCoV2(R),335,0.036056093871593475,ground,object
336,MoCoV2(R),336,0.07692043483257294,person-r,part
337,MoCoV2(R),337,0.028149951249361038,carpet,material
338,MoCoV2(R),338,0.04987310618162155,person-b,part
339,MoCoV2(R),339,0.059898123145103455,food,material
340,MoCoV2(R),340,0.06902224570512772,plant,object
341,MoCoV2(R),341,0.07108867913484573,mountain,object
342,MoCoV2(R),342,0.04263174906373024,water-t,part
343,MoCoV2(R),343,0.1106489822268486,skin,material
344,MoCoV2(R),344,0.08574958145618439,car,object
345,MoCoV2(R),345,0.06435596197843552,house-b,part
346,MoCoV2(R),346,0.03964531421661377,person-b,part
347,MoCoV2(R),347,0.03889179974794388,fur,material
348,MoCoV2(R),348,0.0636662021279335,torso,part
349,MoCoV2(R),349,0.037571344524621964,stone,material
350,MoCoV2(R),350,0.032878369092941284,person-t,part
351,MoCoV2(R),351,0.07778767496347427,water,object
352,MoCoV2(R),352,0.0899357944726944,torso,part
353,MoCoV2(R),353,0.025590023025870323,wall-b,part
354,MoCoV2(R),354,0.037017349153757095,person-t,part
355,MoCoV2(R),355,0.15695975720882416,grass,object
356,MoCoV2(R),356,0.09078386425971985,skin,material
357,MoCoV2(R),357,0.03921590372920036,ceramic,material
358,MoCoV2(R),358,0.04912837967276573,sky-b,part
359,MoCoV2(R),359,0.044424623250961304,washer,object
360,MoCoV2(R),360,0.03485364094376564,washer,object
361,MoCoV2(R),361,0.06519117951393127,person-r,part
362,MoCoV2(R),362,0.03642383962869644,truck,object
363,MoCoV2(R),363,0.08471815288066864,person-b,part
364,MoCoV2(R),364,0.05653731897473335,person-r,part
365,MoCoV2(R),365,0.023179443553090096,rock,object
366,MoCoV2(R),366,0.022483451291918755,black,color
367,MoCoV2(R),367,0.059130195528268814,grass,object
368,MoCoV2(R),368,0.06425255537033081,person-r,part
369,MoCoV2(R),369,0.09618324786424637,horse,object
370,MoCoV2(R),370,0.09926014393568039,mountain,object
371,MoCoV2(R),371,0.038204748183488846,building-b,part
372,MoCoV2(R),372,0.01678282953798771,sea,object
373,MoCoV2(R),373,0.03250604867935181,bridge,object
374,MoCoV2(R),374,0.043039921671152115,person-b,part
375,MoCoV2(R),375,0.0929713249206543,mountain,object
376,MoCoV2(R),376,0.06703343987464905,airplane,object
377,MoCoV2(R),377,0.030125724151730537,person-t,part
378,MoCoV2(R),378,0.14871737360954285,sea,object
379,MoCoV2(R),379,0.04942946135997772,house-b,part
380,MoCoV2(R),380,0.09504152834415436,mountain,object
381,MoCoV2(R),381,0.033749405294656754,person-b,part
382,MoCoV2(R),382,0.044334542006254196,sky-b,part
383,MoCoV2(R),383,0.05074622854590416,car,object
384,MoCoV2(R),384,0.053732115775346756,field,object
385,MoCoV2(R),385,0.04456380009651184,rock,object
386,MoCoV2(R),386,0.05197663977742195,airplane,object
387,MoCoV2(R),387,0.035888250917196274,building-b,part
388,MoCoV2(R),388,0.045907583087682724,torso,part
389,MoCoV2(R),389,0.056738704442977905,person-b,part
390,MoCoV2(R),390,0.06916425377130508,car,object
391,MoCoV2(R),391,0.023567205294966698,floor-b,part
392,MoCoV2(R),392,0.10979057103395462,skin,material
393,MoCoV2(R),393,0.04518880322575569,food,material
394,MoCoV2(R),394,0.1496928334236145,sea,object
395,MoCoV2(R),395,0.048402659595012665,food,material
396,MoCoV2(R),396,0.06112636253237724,bottle,object
397,MoCoV2(R),397,0.05192456766963005,airplane,object
398,MoCoV2(R),398,0.02451823651790619,bus,object
399,MoCoV2(R),399,0.09904223680496216,leg,part
400,MoCoV2(R),400,0.04969299957156181,horse,object
401,MoCoV2(R),401,0.04304451495409012,car,object
402,MoCoV2(R),402,0.04292998090386391,water,object
403,MoCoV2(R),403,0.034310758113861084,earth,object
404,MoCoV2(R),404,0.018491186201572418,building-b,part
405,MoCoV2(R),405,0.11629711091518402,car,object
406,MoCoV2(R),406,0.06147288158535957,airplane,object
407,MoCoV2(R),407,0.0445060059428215,wheel,object
408,MoCoV2(R),408,0.028375891968607903,food,material
409,MoCoV2(R),409,0.0333750918507576,tile,material
410,MoCoV2(R),410,0.029085060581564903,ceramic,material
411,MoCoV2(R),411,0.10368461906909943,sky-b,part
412,MoCoV2(R),412,0.032884303480386734,tent,object
413,MoCoV2(R),413,0.07262154668569565,grass,object
414,MoCoV2(R),414,0.040477294474840164,seat,object
415,MoCoV2(R),415,0.057211022824048996,snow,object
416,MoCoV2(R),416,0.026643669232726097,bed,object
417,MoCoV2(R),417,0.11414805054664612,airplane,object
418,MoCoV2(R),418,0.029301542788743973,wall-r,part
419,MoCoV2(R),419,0.03335872292518616,house,object
420,MoCoV2(R),420,0.03362908586859703,airplane,object
421,MoCoV2(R),421,0.04693363979458809,floor-t,part
422,MoCoV2(R),422,0.10310482978820801,mountain,object
423,MoCoV2(R),423,0.0322599858045578,building-r,part
424,MoCoV2(R),424,0.13314442336559296,sea,object
425,MoCoV2(R),425,0.040092017501592636,table,object
426,MoCoV2(R),426,0.05452883988618851,car,object
427,MoCoV2(R),427,0.03369947895407677,boat,object
428,MoCoV2(R),428,0.0637664645910263,torso,part
429,MoCoV2(R),429,0.08915545046329498,car,object
430,MoCoV2(R),430,0.059646375477313995,horse,object
431,MoCoV2(R),431,0.03624671697616577,airplane,object
432,MoCoV2(R),432,0.021254945546388626,person-b,part
433,MoCoV2(R),433,0.0893961563706398,person-b,part
434,MoCoV2(R),434,0.09248387813568115,car,object
435,MoCoV2(R),435,0.02120877429842949,paper,material
436,MoCoV2(R),436,0.019065404310822487,ceiling-b,part
437,MoCoV2(R),437,0.02726384811103344,person-b,part
438,MoCoV2(R),438,0.03522118926048279,head,part
439,MoCoV2(R),439,0.03755908086895943,building-b,part
440,MoCoV2(R),440,0.02436564303934574,floor-r,part
441,MoCoV2(R),441,0.032238688319921494,car,object
442,MoCoV2(R),442,0.03584655374288559,leg,part
443,MoCoV2(R),443,0.08629497140645981,person-b,part
444,MoCoV2(R),444,0.023334050551056862,torso,part
445,MoCoV2(R),445,0.03392548859119415,fence,object
446,MoCoV2(R),446,0.06235389783978462,tree,object
447,MoCoV2(R),447,0.07701783627271652,horse,object
448,MoCoV2(R),448,0.04453159496188164,sky-l,part
449,MoCoV2(R),449,0.07685232907533646,sky-b,part
450,MoCoV2(R),450,0.034692734479904175,washer,object
451,MoCoV2(R),451,0.030670663341879845,car,object
452,MoCoV2(R),452,0.033982567489147186,building-b,part
453,MoCoV2(R),453,0.04939711466431618,boat,object
454,MoCoV2(R),454,0.02223307453095913,airplane,object
455,MoCoV2(R),455,0.15691649913787842,water,object
456,MoCoV2(R),456,0.03022455796599388,leg,part
457,MoCoV2(R),457,0.04941856861114502,road-t,part
458,MoCoV2(R),458,0.06426350027322769,mountain,object
459,MoCoV2(R),459,0.028683600947260857,grass-b,part
460,MoCoV2(R),460,0.04687809571623802,person-b,part
461,MoCoV2(R),461,0.05435853451490402,fur,material
462,MoCoV2(R),462,0.10546904057264328,horse,object
463,MoCoV2(R),463,0.029155774042010307,river,object
464,MoCoV2(R),464,0.02488871105015278,tree-b,part
465,MoCoV2(R),465,0.11649119853973389,leg,part
466,MoCoV2(R),466,0.03436637297272682,bed,object
467,MoCoV2(R),467,0.07659594714641571,hair,material
468,MoCoV2(R),468,0.030542321503162384,ground,object
469,MoCoV2(R),469,0.09082762897014618,bed,object
470,MoCoV2(R),470,0.03688788041472435,water-t,part
471,MoCoV2(R),471,0.03155058994889259,head,part
472,MoCoV2(R),472,0.023887716233730316,grass,object
473,MoCoV2(R),473,0.05002165213227272,airplane,object
474,MoCoV2(R),474,0.03024302050471306,stone,material
475,MoCoV2(R),475,0.028430847451090813,head,part
476,MoCoV2(R),476,0.0630287230014801,person-b,part
477,MoCoV2(R),477,0.025833681225776672,torso,part
478,MoCoV2(R),478,0.06391731649637222,shelf,object
479,MoCoV2(R),479,0.04152403771877289,leg,part
480,MoCoV2(R),480,0.024886444211006165,door,object
481,MoCoV2(R),481,0.09444227814674377,person-r,part
482,MoCoV2(R),482,0.01879446767270565,paper,material
483,MoCoV2(R),483,0.08419808000326157,horse,object
484,MoCoV2(R),484,0.022203724831342697,floor-r,part
485,MoCoV2(R),485,0.035784460604190826,torso,part
486,MoCoV2(R),486,0.037186868488788605,car,object
487,MoCoV2(R),487,0.08017247170209885,airplane,object
488,MoCoV2(R),488,0.07486101984977722,seat,object
489,MoCoV2(R),489,0.04975441098213196,food,material
490,MoCoV2(R),490,0.05105515941977501,earth,object
491,MoCoV2(R),491,0.09555760771036148,mountain,object
492,MoCoV2(R),492,0.056336306035518646,car-b,part
493,MoCoV2(R),493,0.08284302800893784,person-b,part
494,MoCoV2(R),494,0.027950242161750793,signboard,object
495,MoCoV2(R),495,0.03603130578994751,food,material
496,MoCoV2(R),496,0.027593277394771576,building-r,part
497,MoCoV2(R),497,0.03617553785443306,food,material
498,MoCoV2(R),498,0.050518136471509933,road,object
499,MoCoV2(R),499,0.11095226556062698,person-r,part
500,MoCoV2(R),500,0.021211989223957062,black,color
501,MoCoV2(R),501,0.06673024594783783,torso,part
502,MoCoV2(R),502,0.08413391560316086,signboard,object
503,MoCoV2(R),503,0.033479463309049606,food,material
504,MoCoV2(R),504,0.03201344236731529,boat,object
505,MoCoV2(R),505,0.03451365604996681,ceramic,material
506,MoCoV2(R),506,0.05190276727080345,washer,object
507,MoCoV2(R),507,0.02330482192337513,floor-r,part
508,MoCoV2(R),508,0.07129373401403427,skin,material
509,MoCoV2(R),509,0.025641415268182755,person-l,part
